http://purl.org/dc/elements/1.1/description,http://www.georss.org/georss/point,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type_label,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2000/01/rdf-schema#seeAlso_label,http://www.w3.org/2002/07/owl#differentFrom,http://www.w3.org/2002/07/owl#differentFrom_label,http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://www.w3.org/2003/01/geo/wgs84_pos#long,ontology/activeYears,ontology/activeYearsEndDate,ontology/activeYearsEndYear,ontology/activeYearsStartDate,ontology/activeYearsStartYear,ontology/alias,ontology/allegiance,ontology/almaMater,ontology/almaMater_label,ontology/appointer,ontology/appointer_label,ontology/associate,ontology/associate_label,ontology/associatedBand,ontology/associatedBand_label,ontology/associatedMusicalArtist,ontology/associatedMusicalArtist_label,ontology/award,ontology/award_label,ontology/background,ontology/battle,ontology/battle_label,ontology/birthDate,ontology/birthName,ontology/birthPlace,ontology/birthPlace_label,ontology/birthYear,ontology/board,ontology/board_label,ontology/bodyDiscovered,ontology/bodyDiscovered_label,ontology/chancellor,ontology/chancellor_label,ontology/child,ontology/child_label,ontology/citizenship,ontology/citizenship_label,ontology/committee,ontology/country,ontology/country_label,ontology/creator,ontology/creator_label,ontology/deathCause,ontology/deathCause_label,ontology/deathDate,ontology/deathPlace,ontology/deathPlace_label,ontology/deathYear,ontology/deputy,ontology/deputy_label,ontology/education,ontology/education_label,ontology/electionMajority,ontology/employer,ontology/employer_label,ontology/ethnicity,ontology/ethnicity_label,ontology/firstAppearance,ontology/gender,ontology/gender_label,ontology/genre,ontology/genre_label,ontology/governor,ontology/governorGeneral,ontology/governorGeneral_label,ontology/governor_label,ontology/height,ontology/hometown,ontology/hometown_label,ontology/honours,ontology/honours_label,ontology/imdbId,ontology/influenced,ontology/influencedBy,ontology/influencedBy_label,ontology/influenced_label,ontology/instrument,ontology/instrument_label,ontology/knownFor,ontology/knownFor_label,ontology/language,ontology/language_label,ontology/lastAppearance,ontology/lastAppearance_label,ontology/lieutenant,ontology/lieutenant_label,ontology/militaryBranch,ontology/militaryBranch_label,ontology/militaryCommand,ontology/militaryRank,ontology/militaryRank_label,ontology/militaryUnit,ontology/militaryUnit_label,ontology/monarch,ontology/monarch_label,ontology/movement,ontology/movement_label,ontology/nationality,ontology/nationality_label,ontology/networth,ontology/notableWork,ontology/notableWork_label,ontology/occupation,ontology/occupation_label,ontology/office,ontology/opponent,ontology/opponent_label,ontology/orderInOffice,ontology/otherParty,ontology/otherParty_label,ontology/parent,ontology/parent_label,ontology/partner,ontology/partner_label,ontology/party,ontology/party_label,ontology/personFunction,ontology/personFunction_label,ontology/portfolio,ontology/portrayer,ontology/portrayer_label,ontology/predecessor,ontology/predecessor_label,ontology/president,ontology/president_label,ontology/primeMinister,ontology/primeMinister_label,ontology/profession,ontology/profession_label,ontology/pseudonym,ontology/race,ontology/raceHorse,ontology/raceHorse_label,ontology/race_label,ontology/recordLabel,ontology/recordLabel_label,ontology/region,ontology/region_label,ontology/relation,ontology/relation_label,ontology/relative,ontology/relative_label,ontology/religion,ontology/religion_label,ontology/residence,ontology/residence_label,ontology/restingPlace,ontology/restingPlacePosition,ontology/restingPlace_label,ontology/salary,ontology/school,ontology/school_label,ontology/seniority,ontology/series,ontology/series_label,ontology/serviceEndYear,ontology/serviceStartYear,ontology/signature,ontology/soundRecording,ontology/soundRecording_label,ontology/species,ontology/species_label,ontology/spouse,ontology/spouse_label,ontology/stateOfOrigin,ontology/stateOfOrigin_label,ontology/successor,ontology/successor_label,ontology/termPeriod,ontology/termPeriod_label,ontology/timeInSpace,ontology/title,ontology/type,ontology/type_label,ontology/viafId,ontology/vicePresident,ontology/vicePresident_label,ontology/voice,ontology/voice_label,ontology/weight,ontology/wins,title
Journalist and broadcaster,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/OfficeHolder | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | office holder | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Rajat Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957-02-18,,http://dbpedia.org/resource/India | http://dbpedia.org/resource/Delhi,India | Delhi,0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Journalist,Journalist,India TV,,,Chairman & Editor in Chief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Rajat_Sharma__1,Rajat_Sharma__1,,,,,,,,,,,,Rajat_Sharma
Indian television journalist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Rajesh Verma (journalist),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-07,,,2013,,,,,,http://dbpedia.org/resource/IBN-7,IBN-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/India,India,,,,http://dbpedia.org/resource/Rajesh_Verma_(journalist)__1 | http://dbpedia.org/resource/Journalist,Rajesh_Verma_(journalist)__1 | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/India,India,,,,,,,,,,,,,,,,Rajesh_Verma_(journalist)
Cartoonist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/OfficeHolder | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | office holder | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Rajinder Puri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934-09-20,,http://dbpedia.org/resource/Karachi | http://dbpedia.org/resource/Pakistan,Karachi | Pakistan,1934,,,,,,,,,,,,,,,,,,2015-02-16,http://dbpedia.org/resource/India | http://dbpedia.org/resource/Delhi,India | Delhi,0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Founder General Secretary of theJanata Party,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Cartoonist | http://dbpedia.org/resource/Activism,Journalist | Cartoonist | Activism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Rajinder_Puri__1,Rajinder_Puri__1,,,,,,,,,,,,Rajinder_Puri
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Rajmohan Gandhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/India,India,,,,http://dbpedia.org/resource/Rajmohan_Gandhi__1 | http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/List_of_biographers,Rajmohan_Gandhi__1 | Journalist | List of biographers,,,,,,,,,,,http://dbpedia.org/resource/Aam_Aadmi_Party,Aam Aadmi Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/India,India,,,,,,,,,,,,,,,,Rajmohan_Gandhi
Bulgarian journalist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Ralitsa Vassileva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963-06-08,Ralitsa Vassileva,http://dbpedia.org/resource/Bulgaria | http://dbpedia.org/resource/Sofia | http://dbpedia.org/resource/People's_Republic_of_Bulgaria,Bulgaria | Sofia | People's Republic of Bulgaria,1963,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Georgia_State_University | http://dbpedia.org/resource/Sofia_University,Georgia State University | Sofia University,,,,http://dbpedia.org/resource/Demographics_of_Bulgaria,Demographics of Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Ralitsa_Vassileva__1 | http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/News,Ralitsa_Vassileva__1 | Journalist | News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Bulgarian_Orthodox_Church,Bulgarian Orthodox Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralitsa_Vassileva
Filipino journalist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Ralph Guzman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Ralph_Guzman__1 | http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Presenter,Ralph_Guzman__1 | Journalist | Presenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralph_Guzman
Englishauthorandjournalist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Ralph Izzard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910-08-27,,http://dbpedia.org/resource/Billericay | http://dbpedia.org/resource/Essex | http://dbpedia.org/resource/England,Billericay | Essex | England,1910,,,,,,,,,,,,,,,,,,1992-12-02,http://dbpedia.org/resource/Kent | http://dbpedia.org/resource/Pembury | http://dbpedia.org/resource/England,Kent | Pembury | England,1992,,,"http://dbpedia.org/resource/Queens'_College,_Cambridge | http://dbpedia.org/resource/The_Leys_School | http://dbpedia.org/resource/Caldicott_School",Queens' College Cambridge | The Leys School | Caldicott School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Great_Britain | http://dbpedia.org/resource/British_people,Great Britain | British people,,,,http://dbpedia.org/resource/Ralph_Izzard__2 | http://dbpedia.org/resource/Ralph_Izzard__4 | http://dbpedia.org/resource/Ralph_Izzard__6 | http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Novelist | http://dbpedia.org/resource/Adventure,Ralph_Izzard__2 | Ralph_Izzard__4 | Ralph_Izzard__6 | Journalist | Novelist | Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Great_Britain | http://dbpedia.org/resource/British_people,Great Britain | British people,,,,,,,,,,,,,,,,Ralph_Izzard
Film directorScreenwriterFilm producerFilm actressJournalist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Thea Červenková,,,,,,,,,1923,,1918,,,,,,,,,,,,,,,,,,1882-05-27,Terezie Císařová,http://dbpedia.org/resource/Austria-Hungary | http://dbpedia.org/resource/Prague,Austria-Hungary | Prague,1882,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/São_Paulo,São Paulo,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Thea_Červenková__1 | http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Screenwriter | http://dbpedia.org/resource/Actor | http://dbpedia.org/resource/Film_director | http://dbpedia.org/resource/Film_producer,Thea_Červenková__1 | Journalist | Screenwriter | Actor | Film director | Film producer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thea_Červenková
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Writer | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q36180,owl#Thing | person | writer | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q36180,Thein Pe Myint,,,,,,,,,,,,,,http://dbpedia.org/resource/University_of_Yangon,University of Yangon,,,,,,,,,,,,,,1914-07-10,,http://dbpedia.org/resource/British_rule_in_Burma | http://dbpedia.org/resource/Budalin,British rule in Burma | Budalin,,,,,,,,,,,,,,,,,,,1978-01-15,http://dbpedia.org/resource/Myanmar | http://dbpedia.org/resource/Yangon,Myanmar | Yangon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Writer | http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Politician | http://dbpedia.org/resource/Publishing,Writer | Journalist | Politician | Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,Thakhin Thein Pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thein_Pe_Myint
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Thierry Meyssan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957-05-18,,http://dbpedia.org/resource/Gironde | http://dbpedia.org/resource/Talence,Gironde | Talence,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Thierry_Meyssan__1 | http://dbpedia.org/resource/Journalist,Thierry_Meyssan__1 | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thierry_Meyssan
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Writer | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q36180,owl#Thing | person | writer | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q36180,Thomas B. Costain,,,,,,,,,,,,,,http://dbpedia.org/resource/Brantford_Collegiate_Institute,Brantford Collegiate Institute,,,,,,,,,http://dbpedia.org/resource/University_of_Western_Ontario | http://dbpedia.org/resource/Doctor_of_Letters,University of Western Ontario | Doctor of Letters,,,,1885-05-08,,http://dbpedia.org/resource/Brantford | http://dbpedia.org/resource/Ontario,Brantford | Ontario,,,,,,,,,,,,,,,,,,,1965-10-08,http://dbpedia.org/resource/New_York_City | http://dbpedia.org/resource/New_York,New York City | New York,,,,,,,,,,,,,,http://dbpedia.org/resource/Historical_fiction,Historical fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Journalist,Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas_B._Costain
American journalist and academic,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Thomas B. Edsall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941-08-22,,"http://dbpedia.org/resource/Cambridge,_Massachusetts",Cambridge Massachusetts,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Academia,Academia,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/United_States,United States,,,,http://dbpedia.org/resource/Thomas_B._Edsall__1 | http://dbpedia.org/resource/Journalist,Thomas_B._Edsall__1 | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/United_States,United States,,,,,,,,,,,,,,,,Thomas_B._Edsall
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Thomas Barnes (journalist),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785-09-11,Thomas Barnes,,,1785,,,,,,,,,,,,,,,,,,1841-05-07,,,1841,,,"http://dbpedia.org/resource/Pembroke_College,_Cambridge",Pembroke College Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Thomas_Barnes_(journalist)__1 | http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Editor-in-chief,Thomas_Barnes_(journalist)__1 | Journalist | Editor-in-chief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas_Barnes_(journalist)
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Politician | http://dbpedia.org/ontology/Congressman | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q82955,owl#Thing | person | politician | congressman | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q82955,Thomas Francis Smith,,,,,,,,1919-03-03 | 1921-03-03,,1917-04-12 | 1919-03-04,,,,http://dbpedia.org/resource/Manhattan_College | http://dbpedia.org/resource/New_York_Law_School,Manhattan College | New York Law School,,,,,,,,,,,,,,1865-07-24,,http://dbpedia.org/resource/New_York_City,New York City,,,,,,,,,,,,,,,,,,,1923-04-11,http://dbpedia.org/resource/New_York_City,New York City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Lawyer | http://dbpedia.org/resource/Journalist,Lawyer | Journalist,,,,,,,,,,,http://dbpedia.org/resource/Democratic_Party_(United_States),Democratic Party (United States),,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/New_York | http://dbpedia.org/resource/New_York's_16th_congressional_district | http://dbpedia.org/resource/New_York's_15th_congressional_district,New York | New York's 16th congressional district | New York's 15th congressional district,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas_Francis_Smith
British writer,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Thomas Harding (writer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/London | http://dbpedia.org/resource/England,London | England,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Thomas_Harding_(writer)__1 | http://dbpedia.org/resource/Author | http://dbpedia.org/resource/Journalist,Thomas_Harding_(writer)__1 | Author | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas_Harding_(writer)
French journalist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Thomas Hugues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966-05-11,,http://dbpedia.org/resource/Versailles_(city) | http://dbpedia.org/resource/France,Versailles (city) | France,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Thomas_Hugues__1 | http://dbpedia.org/resource/Journalist,Thomas_Hugues__1 | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas_Hugues
